match_id,ipl_season,team1,team2,toss_winner,toss_decision,match_won_by,win_type,win_margin,venue
1254095,2021,Sunrisers Hyderabad,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Sunrisers Hyderabad,runs,4.0,"Zayed Cricket Stadium, Abu Dhabi"
1254096,2021,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,7.0,"Zayed Cricket Stadium, Abu Dhabi"
1254097,2021,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,Delhi Capitals,runs,33.0,"Zayed Cricket Stadium, Abu Dhabi"
1254098,2021,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,Chennai Super Kings,wickets,2.0,"Zayed Cricket Stadium, Abu Dhabi"
1254099,2021,Punjab Kings,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,6.0,"Zayed Cricket Stadium, Abu Dhabi"
1254100,2021,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,Sunrisers Hyderabad,wickets,7.0,Dubai International Cricket Stadium
1254101,2021,Delhi Capitals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,7.0,Dubai International Cricket Stadium
1254102,2021,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,Punjab Kings,wickets,5.0,Dubai International Cricket Stadium
1254103,2021,Rajasthan Royals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,7.0,Dubai International Cricket Stadium
1254104,2021,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,Chennai Super Kings,runs,20.0,Dubai International Cricket Stadium
1254105,2021,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Delhi Capitals,wickets,8.0,Dubai International Cricket Stadium
1254106,2021,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Kolkata Knight Riders,runs,86.0,Sharjah Cricket Stadium
1254107,2021,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Punjab Kings,runs,5.0,Sharjah Cricket Stadium
1254108,2021,Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,field,Royal Challengers Bengaluru,runs,54.0,Dubai International Cricket Stadium
1254109,2021,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Kolkata Knight Riders,wickets,6.0,Dubai International Cricket Stadium
1254110,2021,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,3.0,Dubai International Cricket Stadium
1254111,2021,Rajasthan Royals,Punjab Kings,Punjab Kings,field,Rajasthan Royals,runs,2.0,Dubai International Cricket Stadium
1254112,2021,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,4.0,Sharjah Cricket Stadium
1254113,2021,Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,6.0,Sharjah Cricket Stadium
1254114,2021,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,4.0,Dubai International Cricket Stadium
1254115,2021,Royal Challengers Bengaluru,Kolkata Knight Riders,Royal Challengers Bengaluru,bat,Kolkata Knight Riders,wickets,4.0,Sharjah Cricket Stadium
1254116,2021,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,3.0,Sharjah Cricket Stadium
1254117,2021,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Chennai Super Kings,runs,27.0,Dubai International Cricket Stadium
1304047,2022,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,6.0,"Wankhede Stadium, Mumbai"
1304048,2022,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,4.0,"Brabourne Stadium, Mumbai"
1304049,2022,Royal Challengers Bengaluru,Punjab Kings,Punjab Kings,field,Punjab Kings,wickets,5.0,"Dr DY Patil Sports Academy, Mumbai"
1304050,2022,Lucknow Super Giants,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,wickets,5.0,"Wankhede Stadium, Mumbai"
1304051,2022,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Rajasthan Royals,runs,61.0,"Maharashtra Cricket Association Stadium, Pune"
1304052,2022,Kolkata Knight Riders,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,3.0,"Dr DY Patil Sports Academy, Mumbai"
1304053,2022,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,field,Lucknow Super Giants,wickets,6.0,"Brabourne Stadium, Mumbai"
1304054,2022,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,6.0,"Wankhede Stadium, Mumbai"
1304055,2022,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,Rajasthan Royals,runs,23.0,"Dr DY Patil Sports Academy, Mumbai"
1304056,2022,Gujarat Titans,Delhi Capitals,Delhi Capitals,field,Gujarat Titans,runs,14.0,"Maharashtra Cricket Association Stadium, Pune"
1304057,2022,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,Punjab Kings,runs,54.0,"Brabourne Stadium, Mumbai"
1304058,2022,Lucknow Super Giants,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Lucknow Super Giants,runs,12.0,"Dr DY Patil Sports Academy, Mumbai"
1304059,2022,Rajasthan Royals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,4.0,"Wankhede Stadium, Mumbai"
1304060,2022,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,5.0,"Maharashtra Cricket Association Stadium, Pune"
1304061,2022,Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,field,Lucknow Super Giants,wickets,6.0,"Dr DY Patil Sports Academy, Mumbai"
1304062,2022,Punjab Kings,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,wickets,6.0,"Brabourne Stadium, Mumbai"
1304063,2022,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,8.0,"Dr DY Patil Sports Academy, Mumbai"
1304064,2022,Mumbai Indians,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,7.0,"Maharashtra Cricket Association Stadium, Pune"
1304065,2022,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,Delhi Capitals,runs,44.0,"Brabourne Stadium, Mumbai"
1304066,2022,Rajasthan Royals,Lucknow Super Giants,Lucknow Super Giants,field,Rajasthan Royals,runs,3.0,"Wankhede Stadium, Mumbai"
1304067,2022,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,8.0,"Dr DY Patil Sports Academy, Mumbai"
1304068,2022,Chennai Super Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Chennai Super Kings,runs,23.0,"Dr DY Patil Sports Academy, Mumbai"
1304069,2022,Punjab Kings,Mumbai Indians,Mumbai Indians,field,Punjab Kings,runs,12.0,"Maharashtra Cricket Association Stadium, Pune"
1304070,2022,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,field,Gujarat Titans,runs,37.0,"Dr DY Patil Sports Academy, Mumbai"
1304071,2022,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,7.0,"Brabourne Stadium, Mumbai"
1304072,2022,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,field,Lucknow Super Giants,runs,18.0,"Brabourne Stadium, Mumbai"
1304073,2022,Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,field,Royal Challengers Bengaluru,runs,16.0,"Wankhede Stadium, Mumbai"
1304074,2022,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,7.0,"Dr DY Patil Sports Academy, Mumbai"
1304075,2022,Chennai Super Kings,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,wickets,3.0,"Maharashtra Cricket Association Stadium, Pune"
1304076,2022,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Rajasthan Royals,runs,7.0,"Brabourne Stadium, Mumbai"
1304077,2022,Royal Challengers Bengaluru,Lucknow Super Giants,Lucknow Super Giants,field,Royal Challengers Bengaluru,runs,18.0,"Dr DY Patil Sports Academy, Mumbai"
1304078,2022,Punjab Kings,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,9.0,"Brabourne Stadium, Mumbai"
1304079,2022,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,3.0,"Dr DY Patil Sports Academy, Mumbai"
1304080,2022,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,Rajasthan Royals,runs,15.0,"Wankhede Stadium, Mumbai"
1304081,2022,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,bat,Gujarat Titans,runs,8.0,"Dr DY Patil Sports Academy, Mumbai"
1304082,2022,Royal Challengers Bengaluru,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,9.0,"Brabourne Stadium, Mumbai"
1304083,2022,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,field,Lucknow Super Giants,runs,36.0,"Wankhede Stadium, Mumbai"
1304084,2022,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,Punjab Kings,runs,11.0,"Wankhede Stadium, Mumbai"
1304085,2022,Rajasthan Royals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Rajasthan Royals,runs,29.0,"Maharashtra Cricket Association Stadium, Pune"
1304086,2022,Sunrisers Hyderabad,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,wickets,5.0,"Wankhede Stadium, Mumbai"
1304087,2022,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,4.0,"Wankhede Stadium, Mumbai"
1304088,2022,Lucknow Super Giants,Punjab Kings,Punjab Kings,field,Lucknow Super Giants,runs,20.0,"Maharashtra Cricket Association Stadium, Pune"
1304089,2022,Royal Challengers Bengaluru,Gujarat Titans,Royal Challengers Bengaluru,bat,Gujarat Titans,wickets,6.0,"Brabourne Stadium, Mumbai"
1304090,2022,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,5.0,"Dr DY Patil Sports Academy, Mumbai"
1304091,2022,Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants,bat,Lucknow Super Giants,runs,6.0,"Wankhede Stadium, Mumbai"
1304092,2022,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Chennai Super Kings,runs,13.0,"Maharashtra Cricket Association Stadium, Pune"
1304093,2022,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,7.0,"Wankhede Stadium, Mumbai"
1304094,2022,Gujarat Titans,Punjab Kings,Gujarat Titans,bat,Punjab Kings,wickets,8.0,"Dr DY Patil Sports Academy, Mumbai"
1304095,2022,Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,field,Royal Challengers Bengaluru,runs,13.0,"Maharashtra Cricket Association Stadium, Pune"
1304096,2022,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Delhi Capitals,runs,21.0,"Brabourne Stadium, Mumbai"
1304097,2022,Mumbai Indians,Gujarat Titans,Gujarat Titans,field,Mumbai Indians,runs,5.0,"Brabourne Stadium, Mumbai"
1304098,2022,Punjab Kings,Rajasthan Royals,Punjab Kings,bat,Rajasthan Royals,wickets,6.0,"Wankhede Stadium, Mumbai"
1304099,2022,Lucknow Super Giants,Kolkata Knight Riders,Kolkata Knight Riders,field,Lucknow Super Giants,runs,75.0,"Maharashtra Cricket Association Stadium, Pune"
1304100,2022,Royal Challengers Bengaluru,Sunrisers Hyderabad,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,runs,67.0,"Wankhede Stadium, Mumbai"
1304101,2022,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,Chennai Super Kings,runs,91.0,"Dr DY Patil Sports Academy, Mumbai"
1304102,2022,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Kolkata Knight Riders,runs,52.0,"Dr DY Patil Sports Academy, Mumbai"
1304103,2022,Gujarat Titans,Lucknow Super Giants,Gujarat Titans,bat,Gujarat Titans,runs,62.0,"Maharashtra Cricket Association Stadium, Pune"
1304104,2022,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,8.0,"Dr DY Patil Sports Academy, Mumbai"
1304105,2022,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,5.0,"Wankhede Stadium, Mumbai"
1304106,2022,Punjab Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Punjab Kings,runs,54.0,"Brabourne Stadium, Mumbai"
1304107,2022,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,54.0,"Maharashtra Cricket Association Stadium, Pune"
1304108,2022,Chennai Super Kings,Gujarat Titans,Chennai Super Kings,bat,Gujarat Titans,wickets,7.0,"Wankhede Stadium, Mumbai"
1304109,2022,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,bat,Rajasthan Royals,runs,24.0,"Brabourne Stadium, Mumbai"
1304110,2022,Delhi Capitals,Punjab Kings,Punjab Kings,field,Delhi Capitals,runs,17.0,"Dr DY Patil Sports Academy, Mumbai"
1304111,2022,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,Sunrisers Hyderabad,runs,3.0,"Wankhede Stadium, Mumbai"
1304112,2022,Lucknow Super Giants,Kolkata Knight Riders,Lucknow Super Giants,bat,Lucknow Super Giants,runs,2.0,"Dr DY Patil Sports Academy, Mumbai"
1304113,2022,Gujarat Titans,Royal Challengers Bengaluru,Gujarat Titans,bat,Royal Challengers Bengaluru,wickets,8.0,"Wankhede Stadium, Mumbai"
1304114,2022,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,Rajasthan Royals,wickets,5.0,"Brabourne Stadium, Mumbai"
1304115,2022,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,5.0,"Wankhede Stadium, Mumbai"
1304116,2022,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,bat,Punjab Kings,wickets,5.0,"Wankhede Stadium, Mumbai"
1312197,2022,Rajasthan Royals,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,wickets,7.0,"Eden Gardens, Kolkata"
1312198,2022,Royal Challengers Bengaluru,Lucknow Super Giants,Lucknow Super Giants,field,Royal Challengers Bengaluru,runs,14.0,"Eden Gardens, Kolkata"
1312199,2022,Royal Challengers Bengaluru,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,7.0,"Narendra Modi Stadium, Ahmedabad"
1312200,2022,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,bat,Gujarat Titans,wickets,7.0,"Narendra Modi Stadium, Ahmedabad"
1359475,2023,Chennai Super Kings,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,wickets,5.0,"Narendra Modi Stadium, Ahmedabad"
1359476,2023,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Punjab Kings,runs,7.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
1359477,2023,Lucknow Super Giants,Delhi Capitals,Delhi Capitals,field,Lucknow Super Giants,runs,50.0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
1359478,2023,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Rajasthan Royals,runs,72.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
1359479,2023,Mumbai Indians,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,8.0,"M Chinnaswamy Stadium, Bengaluru"
1359480,2023,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,field,Chennai Super Kings,runs,12.0,"MA Chidambaram Stadium, Chepauk, Chennai"
1359481,2023,Delhi Capitals,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,wickets,6.0,"Arun Jaitley Stadium, Delhi"
1359482,2023,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,Punjab Kings,runs,5.0,"Barsapara Cricket Stadium, Guwahati"
1359483,2023,Kolkata Knight Riders,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Kolkata Knight Riders,runs,81.0,"Eden Gardens, Kolkata"
1359484,2023,Sunrisers Hyderabad,Lucknow Super Giants,Sunrisers Hyderabad,bat,Lucknow Super Giants,wickets,5.0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
1359485,2023,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,Rajasthan Royals,runs,57.0,"Barsapara Cricket Stadium, Guwahati"
1359486,2023,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,7.0,"Wankhede Stadium, Mumbai"
1359487,2023,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,bat,Kolkata Knight Riders,wickets,3.0,"Narendra Modi Stadium, Ahmedabad"
1359488,2023,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,8.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
1359489,2023,Royal Challengers Bengaluru,Lucknow Super Giants,Lucknow Super Giants,field,Lucknow Super Giants,wickets,1.0,"M Chinnaswamy Stadium, Bengaluru"
1359490,2023,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,6.0,"Arun Jaitley Stadium, Delhi"
1359491,2023,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,Rajasthan Royals,runs,3.0,"MA Chidambaram Stadium, Chepauk, Chennai"
1359492,2023,Punjab Kings,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,wickets,6.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
1359493,2023,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,Sunrisers Hyderabad,runs,23.0,"Eden Gardens, Kolkata"
1359494,2023,Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,field,Royal Challengers Bengaluru,runs,23.0,"M Chinnaswamy Stadium, Bengaluru"
1359495,2023,Lucknow Super Giants,Punjab Kings,Punjab Kings,field,Punjab Kings,wickets,2.0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
1359496,2023,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,5.0,"Wankhede Stadium, Mumbai"
1359497,2023,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,3.0,"Narendra Modi Stadium, Ahmedabad"
1359498,2023,Chennai Super Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Chennai Super Kings,runs,8.0,"M Chinnaswamy Stadium, Bengaluru"
1359499,2023,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Mumbai Indians,runs,14.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
1359500,2023,Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,field,Lucknow Super Giants,runs,10.0,"Sawai Mansingh Stadium, Jaipur"
1359501,2023,Royal Challengers Bengaluru,Punjab Kings,Punjab Kings,field,Royal Challengers Bengaluru,runs,24.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
1359502,2023,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,4.0,"Arun Jaitley Stadium, Delhi"
1359503,2023,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,7.0,"MA Chidambaram Stadium, Chepauk, Chennai"
1359504,2023,Gujarat Titans,Lucknow Super Giants,Gujarat Titans,bat,Gujarat Titans,runs,7.0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
1359505,2023,Punjab Kings,Mumbai Indians,Mumbai Indians,field,Punjab Kings,runs,13.0,"Wankhede Stadium, Mumbai"
1359506,2023,Royal Challengers Bengaluru,Rajasthan Royals,Rajasthan Royals,field,Royal Challengers Bengaluru,runs,7.0,"M Chinnaswamy Stadium, Bengaluru"
1359507,2023,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Chennai Super Kings,runs,49.0,"Eden Gardens, Kolkata"
1359508,2023,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,Delhi Capitals,runs,7.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
1359509,2023,Gujarat Titans,Mumbai Indians,Mumbai Indians,field,Gujarat Titans,runs,55.0,"Narendra Modi Stadium, Ahmedabad"
1359510,2023,Kolkata Knight Riders,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Kolkata Knight Riders,runs,21.0,"M Chinnaswamy Stadium, Bengaluru"
1359511,2023,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,Rajasthan Royals,runs,32.0,"Sawai Mansingh Stadium, Jaipur"
1359512,2023,Lucknow Super Giants,Punjab Kings,Punjab Kings,field,Lucknow Super Giants,runs,56.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
1359513,2023,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,wickets,7.0,"Eden Gardens, Kolkata"
1359514,2023,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,9.0,"Arun Jaitley Stadium, Delhi"
1359515,2023,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,Punjab Kings,wickets,4.0,"MA Chidambaram Stadium, Chepauk, Chennai"
1359516,2023,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,Mumbai Indians,wickets,6.0,"Wankhede Stadium, Mumbai"
1359517,2023,Royal Challengers Bengaluru,Lucknow Super Giants,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,runs,18.0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
1359518,2023,Delhi Capitals,Gujarat Titans,Delhi Capitals,bat,Delhi Capitals,runs,5.0,"Narendra Modi Stadium, Ahmedabad"
1359519,2023,Lucknow Super Giants,Chennai Super Kings,Chennai Super Kings,field,,,,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
1359520,2023,Punjab Kings,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,6.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
1359521,2023,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,5.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
1359522,2023,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,bat,Gujarat Titans,wickets,9.0,"Sawai Mansingh Stadium, Jaipur"
1359523,2023,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,6.0,"MA Chidambaram Stadium, Chepauk, Chennai"
1359524,2023,Royal Challengers Bengaluru,Delhi Capitals,Royal Challengers Bengaluru,bat,Delhi Capitals,wickets,7.0,"Arun Jaitley Stadium, Delhi"
1359525,2023,Gujarat Titans,Lucknow Super Giants,Lucknow Super Giants,field,Gujarat Titans,runs,56.0,"Narendra Modi Stadium, Ahmedabad"
1359526,2023,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,Sunrisers Hyderabad,wickets,4.0,"Sawai Mansingh Stadium, Jaipur"
1359527,2023,Punjab Kings,Kolkata Knight Riders,Punjab Kings,bat,Kolkata Knight Riders,wickets,5.0,"Eden Gardens, Kolkata"
1359528,2023,Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,6.0,"Wankhede Stadium, Mumbai"
1359529,2023,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,Chennai Super Kings,runs,27.0,"MA Chidambaram Stadium, Chepauk, Chennai"
1359530,2023,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,9.0,"Eden Gardens, Kolkata"
1359531,2023,Mumbai Indians,Gujarat Titans,Gujarat Titans,field,Mumbai Indians,runs,27.0,"Wankhede Stadium, Mumbai"
1359532,2023,Sunrisers Hyderabad,Lucknow Super Giants,Sunrisers Hyderabad,bat,Lucknow Super Giants,wickets,7.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
1359533,2023,Punjab Kings,Delhi Capitals,Delhi Capitals,field,Punjab Kings,runs,31.0,"Arun Jaitley Stadium, Delhi"
1359534,2023,Royal Challengers Bengaluru,Rajasthan Royals,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,runs,112.0,"Sawai Mansingh Stadium, Jaipur"
1359535,2023,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Kolkata Knight Riders,wickets,6.0,"MA Chidambaram Stadium, Chepauk, Chennai"
1359536,2023,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Gujarat Titans,runs,34.0,"Narendra Modi Stadium, Ahmedabad"
1359537,2023,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,field,Lucknow Super Giants,runs,5.0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
1359538,2023,Delhi Capitals,Punjab Kings,Punjab Kings,field,Delhi Capitals,runs,15.0,"Himachal Pradesh Cricket Association Stadium, Dharamsala"
1359539,2023,Sunrisers Hyderabad,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,8.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
1359540,2023,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,4.0,"Himachal Pradesh Cricket Association Stadium, Dharamsala"
1359541,2023,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,Chennai Super Kings,runs,77.0,"Arun Jaitley Stadium, Delhi"
1359542,2023,Lucknow Super Giants,Kolkata Knight Riders,Kolkata Knight Riders,field,Lucknow Super Giants,runs,1.0,"Eden Gardens, Kolkata"
1359543,2023,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,8.0,"Wankhede Stadium, Mumbai"
1359544,2023,Royal Challengers Bengaluru,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,wickets,6.0,"M Chinnaswamy Stadium, Bengaluru"
1370350,2023,Chennai Super Kings,Gujarat Titans,Gujarat Titans,field,Chennai Super Kings,runs,15.0,"MA Chidambaram Stadium, Chepauk, Chennai"
1370351,2023,Mumbai Indians,Lucknow Super Giants,Mumbai Indians,bat,Mumbai Indians,runs,81.0,"MA Chidambaram Stadium, Chepauk, Chennai"
1370352,2023,Gujarat Titans,Mumbai Indians,Mumbai Indians,field,Gujarat Titans,runs,62.0,"Narendra Modi Stadium, Ahmedabad"
1370353,2023,Gujarat Titans,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,5.0,"Narendra Modi Stadium, Ahmedabad"
1422119,2024,Royal Challengers Bengaluru,Chennai Super Kings,Royal Challengers Bengaluru,bat,Chennai Super Kings,wickets,6.0,"MA Chidambaram Stadium, Chepauk, Chennai"
